audio_path,transcription,speaker
dataset_fon\inconnu\inconnu_fongbe_corp013_029.wav,e su gbe ɖe,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp013_030.wav,un mɔ ε ɖazan nε ɔ gbe,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp013_031.wav,fɔngbe vε nu mi bo mi ɖesu mi na kplɔn bo na se kaka jε lo lε ji,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp013_032.wav,e ma sɔgbe nε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp013_033.wav,kokoko,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_001.wav,e ɖo dɔn,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_002.wav,yi lε gle hwε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_003.wav,avɔ ɔ jo fun,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_004.wav,vi elɔ ɖo gbεvi han do wε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_005.wav,gbεmεvi ce ɖe un na ya ɖie,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_006.wav,kpɔn zunta bo nyi ga,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_007.wav,un nɔ kplɔn gbe susu,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_008.wav,xɔ e mε un damlɔ ɖe ɔ,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_009.wav,awu elɔ gbla mi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_010.wav,ali ɔ gblo,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_011.wav,un lε wu ɖayi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_012.wav,a ma na blo ace,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_013.wav,agban fuɖafuɖa wε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_014.wav,naki kɔ nε ɔ fuɖa ɖesu,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_015.wav,ɖetε a jlo,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_016.wav,e xo ye,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_017.wav,wema ɔ ɖie a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_018.wav,e ci te gbagbaɖa bo diɖo,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_019.wav,un ze gulɔ yi ji nu we,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_020.wav,un ze gulɔ yi ji nu we,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_021.wav,mε tɔn wε wema elɔ,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_022.wav,to linlin mε wε un gosin,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_023.wav,dan ɔ ɖi ga gblɔlɔɔ,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_024.wav,gbogbo nε ɔ jεn ɖie,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_025.wav,hwenu ee a byɔ xɔmε ɔ un mɔ we,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_026.wav,to na kpε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_027.wav,e kpεn,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_028.wav,etɔn wε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_029.wav,eyε wε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_030.wav,e ɖesu,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_031.wav,mi nɔ sɔ alɔ mitɔn lε do wazɔ,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_032.wav,nε un ka na wa gbɔn din,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_033.wav,bo ɖo din ɔ fitε a xwe,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_034.wav,e jayi amɔ e gble wu a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_035.wav,gbade ɖe,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_036.wav,a ka jlo wɔ kpo nusɔnu kpo fevi kpo ɔ,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_037.wav,e ɖo xwe gbe,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_038.wav,un ɖo nu ɖu ɖo xwe gbe wε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_039.wav,e nyi mεsi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_040.wav,a blo azɔ towe gbɔ,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_041.wav,atin elɔ wu ganji a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_042.wav,e na fun mi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_043.wav,xomε ce gble,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_044.wav,un ɖazɔn jε wε enε wu wε un yi doto xwe,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_045.wav,vi ce jazɔn kaka bo ci ganmaganma,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_046.wav,un gbɔ bo yi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_047.wav,adan gbo mi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_048.wav,nya elɔ ɔ gbεdonɔ ɖaxo wε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_049.wav,a ɖu vi gbε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_050.wav,un ɖu nu fo trolo jεn a ylɔ mi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_051.wav,e ɖu gali,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_052.wav,e ɖu wɔ ganlin we,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_053.wav,e ɖu nu,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_054.wav,e ɖo nu ɖu wε ɖayi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_055.wav,e gɔn nu ɖu,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_056.wav,aɖu ma ɖu gantin,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_057.wav,ma ɖu nu o,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_058.wav,a ɖo gbεn towe blo wε a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_059.wav,e xo bɔlu ɔ gbla,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_060.wav,e gbɔ kpowun,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_061.wav,un xo kpakpa ɔ gbla,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_062.wav,un gbɔ hun,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_063.wav,avun wε han bɔ lεngbɔ ɖo gba nya wε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_064.wav,un gɔn azɔmε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_065.wav,alɔdudo towe hu do mi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_066.wav,nu ɖokpo gee jεn hu do mi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_067.wav,gbawunjonɔ ɖie,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_068.wav,nataa ja le ɔ gbεtɔ nɔ su kpɔ,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_069.wav,e gla awa bo ɖo zɔnlin ɖi wε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_070.wav,e nɔ ɖi zɔnlin gbagbaɖa gbagbaɖa,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_071.wav,e ɖo yiyi ganji,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_072.wav,gan ce ɖazɔ wa wε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_073.wav,e fɔn zanzan fuu,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_074.wav,xɔ ɔ mε bi nɔ hwεn wan gungungun,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_075.wav,nyε ɖie,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_076.wav,nyε ɖesu un ɖo ɖagbe,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_077.wav,mε elɔ nyila hun din,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_078.wav,e guda gusi do nusunnuu ɔ wu,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_079.wav,e hεn wema ce lε guda,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_080.wav,e guda de wu ganji a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_081.wav,e gudu siman do kɔ wu ganji a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_082.wav,nyε ɖesu wε klɔ gannu ɔ,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_083.wav,e ɖu nu vɔvɔ a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_084.wav,avɔ ɖokpo ɔ,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_085.wav,nyε ɖesunɔ,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_086.wav,zan gblɔn ahwan nu we,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_087.wav,nuvu gbε do we,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_088.wav,mi wa nu,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_089.wav,e sɔ wema tɔn ɖo gbanu bo yi akwε do,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_090.wav,xomε gble e,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_091.wav,ma yi ɖalɔ go mε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_092.wav,e do gan alɔ,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_093.wav,e nyi avɔ kɔ gεε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_094.wav,sɔ kεkε towe gan ɖo do wu,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_095.wav,e do e gan,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_096.wav,alin ɔ ɖo xwe tεntin,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_097.wav,e ɖo gbεdomε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_098.wav,e ɖo gbεya ji wε din,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_099.wav,ce wε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_100.wav,nyε wε ɖu nu,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_101.wav,na mi akwε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_102.wav,hweɖenu e wa ɔ e ɖɔ xo nu mi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_103.wav,nyε ɔ un nɔ nyi pɔlu,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_104.wav,awi su ɖaxo sɔ gbɔ a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_105.wav,e blo sun atɔn bɔ un bε azɔ ɖo finε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_106.wav,mεɖaxo ku do le hwenu,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_107.wav,nyε ɖo kpinkplɔn wε ε bo na do jla ajɔ ce na,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_108.wav,gbεtɔ e ɖo finε e gbi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_109.wav,e gble tamε ni,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_110.wav,a jε finε ɔ mε lε na xlε we gletoxo ɔ,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_111.wav,mε nabi wε ku tawun,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_112.wav,gu ku wε ku,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_113.wav,e yi ku zozo,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_114.wav,e ma ku a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_115.wav,azɔn ɔ gble,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_116.wav,e nɔ gba gi ɖo mɔ mε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_117.wav,e gban nya nu do mi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_118.wav,e gban ya nu,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_119.wav,etε sin nu gban nya wε a ɖe,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_120.wav,ye na ku,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_121.wav,e ma na ku gε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_122.wav,jinukun ko mya go ɖo gle mε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_123.wav,a ma na blo a e,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_124.wav,un nɔ ɖu jε kpodo takin kpan a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_125.wav,e gbigba ayikungban ɔ,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_126.wav,bɔ kan nyikɔ ce byɔ,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_127.wav,nyikɔ ce nɔ nyi fina,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_128.wav,tagba gbelu,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_129.wav,eo un sixu blo a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_130.wav,mi na yi a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_131.wav,mama xwe ɔ ni nyi xwesi nu mi bi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp014_132.wav,e yi fi ti a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_001.wav,glo ɖɔ a ɖe,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_002.wav,un gɔn yεhwe zanzan tɔn xa,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_003.wav,e ku bɔ e ɖii,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_004.wav,e klan gbe xa mi ɖo vivε ji,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_005.wav,e ɖɔ a ma wa o,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_006.wav,to mitɔn lε nɔ se xo,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_007.wav,e gla do tɔ tɔn wu,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_008.wav,e gla wa fi a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_009.wav,e gla na kε nu a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_010.wav,e gla do tɔ tɔn wu,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_011.wav,hɔn ɔ ɖo nuvo gbaa,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_012.wav,gbε ko hun ali ni,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_013.wav,e hun hɔn ɔ glaa,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_014.wav,e hun hɔn ɔ gblawun,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_015.wav,e hun hɔn ɔ kε gblala,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_016.wav,e van nukun gbaan,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_017.wav,kεkε tɔn gble,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_018.wav,e na wa yi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_019.wav,ye na wa ku,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_020.wav,e nɔ gbo jage do xo ɔ mε din,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_021.wav,e nɔ do fɔngbe ganji,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_022.wav,e ɖɔ xo nu mi ɖo nu glɔ,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_023.wav,mε a ɖɔ xo na,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_024.wav,e ɖɔ xo ɖayi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_025.wav,e ɖo xo ɖɔ wε ɖayi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_026.wav,a ku gan kpo xoɖiɖɔ kpo,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_027.wav,jezu yi wan nu mi bo wa nɔ mi mε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_028.wav,e se xo e a ɖɔ lε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_029.wav,e gbo kwε ɔ hwla,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_030.wav,e gbo lan ɖu,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_031.wav,e gbo ɖɔ,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_032.wav,e gɔn yiyi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_033.wav,e yi trolo jεn a wa,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_034.wav,un wa ba yi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_035.wav,a ma yi dɔn a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_036.wav,e ɖɔ nu mi ɖɔ a kun na wa o,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_037.wav,un ɖu nu loɔ un ka gɔ xo a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_038.wav,e na ɖu nu ace,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_039.wav,fi tε nya elɔ ka gbɔn,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_040.wav,e din gbɔn fi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_041.wav,e gbɔn ji ce,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_042.wav,wa yi gbɔn fi s,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_043.wav,e gbɔn nu glɔ bo wa gɔn ce,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_044.wav,ku do gbe ɖe,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_045.wav,to ɖetε wε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_046.wav,gbe nyɔ a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_047.wav,un lin nu gege gbɔn gbla tɔn mε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_048.wav,ajɔ gu mi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_049.wav,gbεtɔ na ɖo gbigbε mi wε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_050.wav,mε nε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_051.wav,un mɔ mεti a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_052.wav,mε e un ɖɔ xo xa ɔ,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_053.wav,e hεn vi ce gble,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_054.wav,un mɔ tε ɖokpo ɖo zun gozwe ɖe mε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_055.wav,dεdε gi nɔ bi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_056.wav,e geze kpεɖe din mε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_057.wav,lε ɖɔ kpεɖe nu mi ɖe ji,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_058.wav,e gbo adɔ bo ɖɔ xo,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_059.wav,enyi xεsi ɖi we ɔ ayi towe bi gba do,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_060.wav,an nya ε nεgbɔn a ɖafɔ ji ce,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_061.wav,un nɔ ɖu jε bo nɔ ɖu takin a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_062.wav,gbɔnvε mε mi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_063.wav,vi mεxo ɔ jε gbεvi han do tɔ tɔn ji,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_064.wav,lee a ɖe din ɔ e nyɔ nukun ce mε tlala,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_065.wav,e gɔ tun fla,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_066.wav,e gɔ kɔ nyayi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_067.wav,tɔ ce ku wε zɔn bɔ un ya vi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_068.wav,e xo mi enε wutu wε un ya vi i,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_069.wav,ji ja ɔ gbεmε na fa,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_070.wav,ɖo ji ja wutu wε un yi azɔmε a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_071.wav,jikun ɖona ja ɖazan tɔn mε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_072.wav,kɔ tɔn gbo ala,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_073.wav,e wazɔ hu mi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_074.wav,e hu mεxo mi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_075.wav,un sɔ na nɔ xa mi gaga ɖe ă,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_076.wav,un sɔ yi azɔmε a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_077.wav,un na sɔ wa a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_078.wav,ajaka hwe hu awi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_079.wav,mi ma sɔ wa o,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_080.wav,e ɖo nu na ɖu wε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_081.wav,e ɖo genu,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_082.wav,awi wa bɔ e nε hwevi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_083.wav,a ɖo ɖagbe a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_084.wav,e ɖo gbatε sɔ wε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_085.wav,e nɔ sɔ gbatε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_086.wav,egbe ɔ un kpe alɔ ɖagbe,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_087.wav,a ɖo ɖagbe a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_088.wav,e ɖo glo tɔn,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_089.wav,wutu ce slɔ fun,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_090.wav,mawuxojlatɔ lε ɖesu ɖo fɔngbe kplɔn wε bona do jla mawuxo ɖo to ɔ mε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_091.wav,nε gbɔn,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_092.wav,xovε ɖo huhui enε ɔ wutu wε e xɔ nuɖuɖu,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_093.wav,e gbε kpo ɖo tunnu tɔn,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_094.wav,mεsi kplɔn nu ye cobɔ ye ɖu afɔku,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_095.wav,e gɔ gbe,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_096.wav,e ɖo mawusi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_097.wav,fina a sii ɖɔ fi e a gosin ɔ nu mi a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_098.wav,un hεn ɔ na blo,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_099.wav,eo nyε un kpewu a mε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_100.wav,mɔ jεn wε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_101.wav,e gbla klεklε nu,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_102.wav,e gbe yawo,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_103.wav,wema ce yi gbe un ja,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_104.wav,glo mɔ glo sɔ,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_105.wav,glelilε ma nyɔ ze,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_106.wav,sɔ gbɔ yi do kan sɔ kan yi do gbɔ,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_107.wav,nyɔnu e sin avɔ un yi ɔ,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_108.wav,e nɔ gu bo tεnmε tεnmε lε bo nɔ sɔ do akpo mε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_109.wav,un ɖo gbe towe xo wε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_110.wav,e fyɔn nutitε nu mi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_111.wav,e fyɔn nutitε nu mi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_112.wav,mawu ni na mi gbigbɔ,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_113.wav,a nɔ blo gbangan din,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_114.wav,dεdε sia,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_115.wav,e ɖo gankpa ɔ mε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_116.wav,e gbo mi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_117.wav,e gblɔn kudan,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_118.wav,e jε adan gblɔn nu kεntɔ tɔn ji,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_119.wav,e nyi nukplɔnmεtɔ,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_120.wav,e ɖo do gɔngɔn ɖe mε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_121.wav,tɔ ɔ gɔngɔn,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_122.wav,zin gɔngɔn,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_123.wav,e ɖi sa gbɔn toxo ɔ mε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_124.wav,vi ce ɖo sa ɖi wε ɖo gbεnde mε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_125.wav,e gblɔn adan ɖɔ emi na blo,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_126.wav,e sa bogbe ɖo ye,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_127.wav,e kanbyɔ mi ɖɔ hwetεnu tɔ ce na wa aji,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_128.wav,akwε ɖasi tɔn kpɔ gbobli,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_129.wav,akwε ɖo tɔ ce sin vatε mε gbidii,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_130.wav,e ɖɔ a na wa,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_131.wav,e ɖɔ nu mi ɖɔ tɔ tɔn na wa,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp015_132.wav,un ɖu lan ɖee a xɔ ɔ,inconnu
